"Cmdlet","RuleName","Message"
"New-AzVMSqlServerAutoBackupConfig","Incorrect ParameterType","""New-AzVMSqlServerAutoBackupConfig -StorageKey ""< Storage Key for ContosoGeneral >"""" is not an expected parameter type."
"New-AzVMSqlServerAutoBackupConfig","Invalid ParameterName","""New-AzVMSqlServerAutoBackupConfig -RetentionPeriod"" is not a valid parameter name."
"New-AzVMSqlServerAutoBackupConfig","Incorrect ParameterType","""New-AzVMSqlServerAutoBackupConfig -StorageContext $StorageContext"" is not an expected parameter type."
"New-AzVMSqlServerAutoBackupConfig","Invalid ParameterName","""New-AzVMSqlServerAutoBackupConfig -RetentionPeriod"" is not a valid parameter name."
"New-AzVMSqlServerAutoBackupConfig","Unassigned Variable","""New-AzVMSqlServerAutoBackupConfig -CertificatePassword $CertificatePassword is a null-valued parameter value."""
"New-AzVmss","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzVmss","Invalid Cmdlet","""<"" is not a valid command name."
"New-AzVmss","Invalid Cmdlet","""<"" is not a valid command name."
"New-AzVmss","Incorrect ParameterType","""New-AzVmss -Credential $vmCred"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzVirtualNetwork -Subnet $SubNet"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancerInboundNatPoolConfig -FrontendIPConfigurationId $Frontend.Id"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancerRuleConfig -BackendAddressPool $BackendAddressPool"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancer -FrontendIpConfiguration $Frontend"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancer -BackendAddressPool $BackendAddressPool"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancer -Probe $Probe"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancer -LoadBalancingRule $LBRule"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzLoadBalancer -InboundNatPool $InboundNatPool"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzVmssIPConfig -LoadBalancerInboundNatPoolsId $ExpectedLb.InboundNatPools[0].Id"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzVmssIPConfig -LoadBalancerBackendAddressPoolsId $ExpectedLb.BackendAddressPools[0].Id"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzVmssIPConfig -SubnetId $SubNetId"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""New-AzVmssConfig -UpgradePolicyMode ""Automatic"""" is not an expected parameter type."
"New-AzVmss","Unassigned Variable","""Add-AzVmssNetworkInterfaceConfiguration -Primary $True is a null-valued parameter value."""
"New-AzVmss","Incorrect ParameterType","""Add-AzVmssNetworkInterfaceConfiguration -IPConfiguration $IPCfg"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""Add-AzVmssNetworkInterfaceConfiguration -IPConfiguration $IPCfg"" is not an expected parameter type."
"New-AzVmss","Incorrect ParameterType","""Set-AzVmssStorageProfile -OsDiskCaching ""None"""" is not an expected parameter type."
"New-AzVmss","Unassigned Variable","""Add-AzVmssExtension -AutoUpgradeMinorVersion $True is a null-valued parameter value."""
"New-AzVmss","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzVmss","Invalid Cmdlet","""<"" is not a valid command name."
"New-AzVmss","Invalid Cmdlet","""<"" is not a valid command name."
"New-AzVmss","Incorrect ParameterType","""New-AzVmss -Credential $vmCred"" is not an expected parameter type."
"New-AzVmssConfig","Invalid Cmdlet","""Remove-AzVmssAdditionalUnattendContent"" is not a valid command name."
"New-AzVmssConfig","Unassigned Variable","""New-AzVmssConfig -Location $Loc is a null-valued parameter value."""
"New-AzVmssConfig","Incorrect ParameterType","""New-AzVmssConfig -UpgradePolicyMode ""Automatic"""" is not an expected parameter type."
"New-AzVmssConfig","Unassigned Variable","""New-AzVmssConfig -NetworkInterfaceConfiguration $NetCfg is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssNetworkInterfaceConfiguration -Primary $True is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssNetworkInterfaceConfiguration -IPConfiguration $IPCfg is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssOSProfile -AdminUsername $adminUsername is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssOSProfile -AdminPassword $AdminPassword is a null-valued parameter value."""
"New-AzVmssConfig","Incorrect ParameterType","""Set-AzVmssStorageProfile -OsDiskCaching ""None"""" is not an expected parameter type."
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssStorageProfile -ImageReferenceOffer $ImgRef.Offer is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssStorageProfile -ImageReferenceSku $ImgRef.Skus is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssStorageProfile -ImageReferenceVersion $ImgRef.Version is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssStorageProfile -ImageReferencePublisher $ImgRef.PublisherName is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Set-AzVmssStorageProfile -VhdContainer $VHDContainer is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssAdditionalUnattendContent -ComponentName $AUCComponentName is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssAdditionalUnattendContent -Content $AUCContent is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssAdditionalUnattendContent -PassName $AUCPassName is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""Add-AzVmssAdditionalUnattendContent -SettingName $AUCSetting is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""New-AzVmss -ResourceGroupName $RGName is a null-valued parameter value."""
"New-AzVmssConfig","Unassigned Variable","""New-AzVmss -Name $VMSSName is a null-valued parameter value."""
"New-AzVmssConfig","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzVmssConfig","Unassigned Parameter","""New-AzVmssConfig -Location"" must be assigned with a value."
"New-AzVmssConfig","Unassigned Variable","""New-AzVmssConfig -Overprovision $false is a null-valued parameter value."""
"New-AzVmssConfig","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzVmssConfig","Unassigned Parameter","""New-AzVmssConfig -Location"" must be assigned with a value."
"New-AzVmssGalleryApplication","Unassigned Variable","""Get-AzVmss -ResourceGroupName $rgName is a null-valued parameter value."""
"New-AzVmssGalleryApplication","Unassigned Variable","""Get-AzVmss -Name $vmssName is a null-valued parameter value."""
"New-AzVmssGalleryApplication","Unassigned Variable","""New-AzVmssGalleryApplication -PackageReferenceId $packageRefId is a null-valued parameter value."""
"New-AzVmssGalleryApplication","Unassigned Variable","""New-AzVmssGalleryApplication -ConfigReferenceId $configRefId is a null-valued parameter value."""
"New-AzVmssGalleryApplication","Invalid ParameterName","""Add-AzVmssGalleryApplication -VM"" is not a valid parameter name."
"New-AzVmssIpConfig","Unassigned Variable","""New-AzVmssIPConfig -SubnetId $SubnetId is a null-valued parameter value."""
"New-AzVmssIpConfig","Unassigned Variable","""New-AzVmssIPConfig -LoadBalancerInboundNatPoolsId $expectedLb.InboundNatPools[0].Id is a null-valued parameter value."""
"New-AzVmssIpConfig","Unassigned Variable","""New-AzVmssIPConfig -LoadBalancerBackendAddressPoolsId $expectedLb.BackendAddressPools[0].Id is a null-valued parameter value."""
"New-AzVmssIpConfig","Unassigned Variable","""New-AzVmssIPConfig -SubnetId $SubnetId is a null-valued parameter value."""
"New-AzVmssIpTagConfig","Unassigned Variable","""New-AzVmssIPConfig -SubnetId $subnetId is a null-valued parameter value."""
"New-AzVmssIpTagConfig","Incorrect ParameterType","""New-AzVmssIPConfig -IpTag $ipTag"" is not an expected parameter type."
"Publish-AzVMDscConfiguration","Measure-Examples\Measure-WrongParameterNameAndValue","Exception calling ""FindAll"" with ""2"" argument(s): ""Cannot index into a null array."""
"Publish-AzVMDscConfiguration","Measure-Examples\Measure-WrongParameterNameAndValue","Exception calling ""FindAll"" with ""2"" argument(s): ""Cannot index into a null array."""
"Publish-AzVMDscConfiguration","Invalid Cmdlet","""Publish-AzVMDscConfiguration"" is not a valid command name."
"Remove-AzDiskAccess","Incorrect ParameterType","""Remove-AzDiskAccess -ResourceId $myDiskAccess.id"" is not an expected parameter type."
"Remove-AzGallery","Unassigned Variable","""Remove-AzGallery -ResourceGroupName $rgname is a null-valued parameter value."""
"Remove-AzGallery","Unassigned Variable","""Remove-AzGallery -GalleryName $galleryName is a null-valued parameter value."""
"Remove-AzGalleryApplication","Unassigned Variable","""Remove-AzGalleryApplication -ResourceGroupName $rgNmae is a null-valued parameter value."""
"Remove-AzGalleryApplication","Unassigned Variable","""Remove-AzGalleryApplication -GalleryName $galleryName is a null-valued parameter value."""
"Remove-AzGalleryApplication","Unassigned Variable","""Remove-AzGalleryApplication -Name $name is a null-valued parameter value."""
"Remove-AzGalleryApplicationVersion","Unassigned Variable","""Remove-AzGalleryApplication -ResourceGroupName $rgNmae is a null-valued parameter value."""
"Remove-AzGalleryApplicationVersion","Unassigned Variable","""Remove-AzGalleryApplication -GalleryName $galleryName is a null-valued parameter value."""
"Remove-AzGalleryApplicationVersion","Unassigned Variable","""Remove-AzGalleryApplication -GalleryApplicationName $galleryApplicationName is a null-valued parameter value."""
"Remove-AzGalleryApplicationVersion","Duplicate ParameterName","""Remove-AzGalleryApplication -Name"" appeared more than once."
"Remove-AzGalleryApplicationVersion","Unassigned Variable","""Remove-AzGalleryApplication [-Name] $name is a null-valued parameter value."""
"Remove-AzGalleryImageDefinition","Unassigned Variable","""Remove-AzGalleryImageDefinition -ResourceGroupName $rgname is a null-valued parameter value."""
"Remove-AzGalleryImageDefinition","Unassigned Variable","""Remove-AzGalleryImageDefinition -GalleryName $gallery is a null-valued parameter value."""
"Remove-AzGalleryImageDefinition","Unassigned Variable","""Remove-AzGalleryImageDefinition -GalleryImageDefinitionName $galleryImage is a null-valued parameter value."""
"Remove-AzGalleryImageVersion","Unassigned Variable","""Remove-AzGalleryImageVersion -ResourceGroupName $rgname is a null-valued parameter value."""
"Remove-AzGalleryImageVersion","Unassigned Variable","""Remove-AzGalleryImageVersion -GalleryName $gallery is a null-valued parameter value."""
"Remove-AzGalleryImageVersion","Unassigned Variable","""Remove-AzGalleryImageVersion -GalleryImageDefinitionName $image is a null-valued parameter value."""
"Remove-AzGalleryImageVersion","Unassigned Variable","""Remove-AzGalleryImageVersion -Name $version is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Get-AzHost -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Get-AzHost -HostGroupName $hostGroupName is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Get-AzHost -Name $hostName is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Remove-AzHost -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Remove-AzHost -HostGroupName $hostGroupName is a null-valued parameter value."""
"Remove-AzHost","Unassigned Variable","""Remove-AzHost -Name $hostName is a null-valued parameter value."""
"Remove-AzHostGroup","Unassigned Variable","""Get-AzHostGroup -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Remove-AzHostGroup","Unassigned Variable","""Get-AzHostGroup -HostGroupName $hostGroupName is a null-valued parameter value."""
"Remove-AzHostGroup","Unassigned Variable","""Remove-AzHostGroup -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Remove-AzHostGroup","Unassigned Variable","""Remove-AzHostGroup -HostGroupName $hostGroupName is a null-valued parameter value."""
"Remove-AzProximityPlacementGroup","Invalid Cmdlet","""Get-AzureRmProximityPlacementGroup"" is not a valid command name."
"Remove-AzProximityPlacementGroup","Invalid Cmdlet","""Remove-AzureRmProximityPlacementGroup"" is not a valid command name."
"Remove-AzRestorePoint","RedirectionNotSupported","The '<' operator is reserved for future use."
"Remove-AzRestorePoint","RedirectionNotSupported","The '<' operator is reserved for future use."
"Remove-AzRestorePoint","RedirectionNotSupported","The '<' operator is reserved for future use."
"Remove-AzRestorePoint","Unassigned Parameter","""Remove-AzRestorePoint -ResourceGroupName"" must be assigned with a value."
"Remove-AzRestorePoint","Unassigned Parameter","""Remove-AzRestorePoint -RestorePointCollectionName"" must be assigned with a value."
"Remove-AzRestorePoint","Unassigned Parameter","""Remove-AzRestorePoint -Name"" must be assigned with a value."
"Remove-AzRestorePointCollection","RedirectionNotSupported","The '<' operator is reserved for future use."
"Remove-AzRestorePointCollection","RedirectionNotSupported","The '<' operator is reserved for future use."
"Remove-AzRestorePointCollection","Invalid Cmdlet","""Remove-AzRestorePointCollection"" is not a valid command name."
"Remove-AzRestorePointCollection","Unassigned Parameter","""Remove-AzRestorePointCollection -ResourceGroupName"" must be assigned with a value."
"Remove-AzRestorePointCollection","Unassigned Parameter","""Remove-AzRestorePointCollection -Name"" must be assigned with a value."
"Remove-AzVMDiskEncryptionExtension","Invalid Cmdlet","""Remove-AzVMDiskEncryptionExtension"" is not a valid command name."
